東大寺学園高校,普通,77
西大和学園高校,特別編入,76
帝塚山高校,男子英数,73
帝塚山高校,女子英数,73
奈良学園高校,理数,71
西大和学園高校,国際,71
帝塚山高校,女子特進Ⅱ,70
帝塚山高校,女子特進Ⅰ,66
育英西高校,立命館,65
智辯学園高校,編入,65
天理高校,Ⅱ類,61
奈良育英高校,選抜・私,60 
育英西高校,特設,58
橿原高校,普通,58
奈良育英高校,高大連携,55
奈良大学附属高校,特進,54
天理高校,Ⅰ類,52
橿原学院高校,特進,51
奈良育英高校,総合進学,51
関西中央高校,特進,50
奈良大学附属高校,文理,49
橿原学院高校,標準,44
奈良大学附属高校,標準,44
奈良文化高校,衛生看護,44
奈良文化高校,Ⅱ類特進,44
奈良女子高校,センター,43
橿原学院高校,美術,42
奈良女子高校,エレメンタ,39
奈良女子高校,スポーツ,39
関西中央高校,スタンダー,38
関西中央高校,表現・情報,38
天理高校,Ⅲ類,38
奈良女子高,イラストデザ,38
奈良女子高校,保育,38
奈良女子高校,パティシエ,38
奈良文化高校,スポーツ特,38
奈良女子高校,文化みらい,37
奈良文化高校,Ⅰ類,37 
