江戸川学園取手高校,医科,72
江戸川学園取手高校,普通,70
茨城高校,普通,69
水城高校,ＳＺ,68
茗渓学園高校,普通,66
常総学院高校,特進選抜α,65
土浦日本大学高校,グロー,63
土浦日本大学高校,特進,62
茨城キリスト教学園,特待,60
東洋大学附属牛久高校,特,60
＜５９～５０＞
岩瀬日本大学高校,国立,59
霞ヶ浦高校,特進ゼミ,59
つくば秀英高校,特進Ｓ,58
土浦日本大学高校,進学,58
明秀学園日立高校,特ＳＴ,58
水城高校,ＳＳ,57
茨城キリスト教学園,国特,56
聖徳大附取手聖徳女子,特,55
東洋大学附属牛久高校,進,55
水戸啓明高,サイエンフロ,55
つくば秀英高校,特進Ａ,54
霞ヶ浦高校,進学ゼミ,53
常総学院高校,特進β,53
大成女子高校,看護,53
つくば国際大東風高,アカ,53
水城高校,ＳＡ,52
常磐大学高校,特進,52
水戸葵陵高校,医歯薬,52
明秀学園日立高校,特進Ｓ,51
水戸啓明高校,選抜特文理,50
岩瀬日本大学高校,日大,49
茨城キリスト教学園高,大,49
霞ヶ浦高校,進学,49
土浦日本大学高校,スポー,49
鹿島学園高校,進学,48
水城高校,ＳＢ,48
常磐大学高校,進学,47
鹿島学園高校,芸術,46
常総学院高校,特進β,46
水戸葵陵高校,特進,46
霞ヶ浦高校,総合,45
鹿島学園高校,福祉,44
聖徳大附取手聖徳女子,総,44
聖徳大附取手聖徳女子,音,44
つくば国際大学東風高,べ,44
つくば秀英高校,特進Ｂ,44
霞ヶ浦高校,総合進学,43
大成女子高校,家政,43
大成女子高校,普通,42
つくば国際大学高校,普通,42
つくば国際大学高校,家政,42
水戸啓明高校,特進文理,41
水戸啓明高校,商人間経済,41
水戸葵陵高校,進学Ｖ,41
明秀学園日立高校,特進Ａ,41
明秀学園日立高校,特進Ｂ,41
愛国学園大附龍ヶ崎高,普,40
水戸女子高校,普通,40
水戸女子高校,商業,40 
