札幌光星高校,ステラ,71
札幌第一高校,文理選抜,69
函館ラ・サール高校,普通,69
札幌第一高校,文理,66
駒澤大附苫小牧高校,A特,64
函館白百合学園高校,特LB,64
旭川龍谷高校,特進,63
北海高校,特進,63
札幌光星高校,特進,62
とわの森三愛高校,獣医進,62
旭川明成高校,特進,61
札幌大谷高校,特進,61
遺愛女子高校,特進,60
札幌日本大学高校,特進,60 
旭川大学高校,特進,59
北見藤女子高校,特進,59
北星学園大学附属高校,特,59
札幌龍谷学園高,スーパ特,58
東海大付第四高,特/アル,58
函館大学付属有斗高校,特,58
北星学園女子高校,普通L,58
遺愛女子高校,英語,57
帯広大谷高校,文理,56
札幌創成高校,S選抜,56
札幌第一高校,総合進学,56
北星学園女子高校,英語,56
旭川実業高校,難関,55
帯広北高校,特進,55
札幌聖心女子学院高校,普,55
函館白百合学園高校,看医,55
札幌龍谷学園高校,特進,54
札幌静修高校,特進,54
旭川実業高校,特進,53
札幌北斗高校,特進,53
とわの森三愛高校,アドバ,53
北海高校,進学,53
旭川藤女子高校,特進,52
札幌静修高校,ユニバーサ,52
札幌大谷高校,進学,52
札幌光星高校,文理,52
双葉高校,特進,52
札幌山の手高校,特進,51
札幌日本大学高校,総合進,51
旭川藤女子高校,UL,50
函館大妻高校,福祉,50
旭川龍谷高校,選抜進学,49
東海大付第四高校,総進,49
札幌大谷高校,音楽,48
札幌大谷高校,美術,48
遺愛女子高校,一般,47
北見藤女子高校,藤キャリ,47
札幌山の手高校,進学,47
駒澤大附苫小牧高校,B特,46
札幌創成高校,特進,46
札幌創成高校,国際,46
北星学園女子高校,普通S,46
北星学園女子高校,音楽,46
駒澤大附苫小牧高校,看,45
北星学園大附高校,進学,45
旭川大学高校,体育,43
旭川龍谷高校,キャリア,43
江陵高校,福祉,43
札幌新陽高校,特進/国際,43
札幌北斗高校,進学,43
函館白百合学園高校,総進,43
旭川大学高校,ライセンス,42
旭川藤女子高校,進学,42
帯広大谷高校,普通,42
とわの森三愛高校,アスリ,42
旭川明成高校,普通,41
旭川明成高校,商業,41
帯広北高校,総合,41
とわの森三愛高校,フード,41
函館大学付有斗高校,普通,40
双葉高校,進学,40
旭川大学高校,普通,39
駒澤大附苫小牧高校,総合,39
駒澤大附苫小牧高校,文化,39
駒澤大附苫小牧高校,体育,39
札幌北斗高校,総合,39
札幌静修高校,総合,39
とわの森三愛高校,アグリ,39
函館大谷高校,普通,39
函館大谷高校,体育,39
旭川実業高校,自動車,38
札幌山の手高校,体育,38
函館大妻高校,普通,38
函館大妻高校,家政,38
函館大妻高校,食物健康,38
函館大学付属柏稜高校,普,38
北照高校,普通,38
旭川実業高校,機械システ,37
札幌新陽高校,進学/総合,37
札幌創成高校,総合,37
白樺学園高校,普通,35
とわの森三愛高校,総合教,37
函館大学付属柏稜高校,商,37
江陵高校,普通,36
札幌山の手高校,総合,36
北照高校,スポーツ,36
小樽明峰高校,普通,35
札幌龍谷学園高校,総合,35
苫小牧中央高校,普通,35
北星学園余市高校,普通,35 
