米子北斗高校[普通,64
鳥取城北高校[志学,61
米子北高校[特進,60
倉吉北高校[特別進学,56
米子松蔭高校[文理選抜,56
鳥取敬愛高校[特進Ⅰ,55
鳥取敬愛高校[特進Ⅱ,54
湯梨浜高校[実力練成,53
鳥取城北高校[進学,50
米子北高校[進学,49
米子北高校[看護,49
米子松蔭高校[総合進学,49
鳥取敬愛高校[進学,47
米子松蔭高校[経営経済,46
鳥取城北高校[普通,43
米子松蔭高校[情報総合,43
米子松蔭高校[ビジネス総,42
倉吉北高校[総合,41
倉吉北高校[健康スポーツ,41
倉吉北高校[調理,41
鳥取城北高校[商業,41
米子北高校[普通,41
鳥取敬愛高校[総合,40
鳥取敬愛高校[生活教養,40
鳥取城北高校[体育,40 
