真和高校,普通,68
熊本学園大付属高校,普通,65
熊本マリスト学園高校,普,62
九州学院高校,特進,59
文徳高校,東大・医進,59
九州学院高校,普通,56
ルーテル学院高校,理数特,56
熊本信愛女学院高校,特進,55
東海大付熊本星翔高校,特,55
ルーテル学院高校,英語特,54
ルーテル学院高校,綜合,54
文徳高校,理工・進特,53
慶誠高校,特進,51
専修大学玉名高校,文理選,51
ルーテル学院高校,芸術,51
鎮西高校,特進,50 
文徳高校,特進,49
有明高校,看護,48
文徳高校,普通,48
熊本信愛女学院高,情ビジ,47
尚絅高校,普通,47
熊本中央高校,看護,46
熊本信愛女学院高校,普通,45
東海大付熊本星翔高,総進,45
有明高校,福祉,44
熊本国府高校,普通,44
熊本国府高校,ビジネス,44
慶誠高校,進学,43
秀岳館高校,普通,43
秀岳館高校,商業,43
秀岳館高校,建設工業,43
玉名女子高校,看護,42
玉名女子高校,普通,42
玉名女子高校,情報ビジネ,42
玉名女子高校,食物,42
鎮西高校,公務員,42
鎮西高校,ダンス,42
文徳高校,理工・専門,42
八代白百合学園高校,普通,42
熊本中央高校,総合ビジネ,41
熊本中央高校,普通,41
鎮西高校,標準,41
鎮西高校,商業,41
有明高校,普通,40
有明高校,生産工業,40
城北高校,普通,40
城北高校,生活総合,40
城北高校,商業,40
城北高校,社会福祉,40
菊池女子高校,普通,38
菊池女子高校,家庭,38
菊池女子高校,社会福祉,38
慶誠高校,食物,38
慶誠高校,教養,38
開新高校,普通,37
開新高校,総合,37
開新高校,工業,37
専修大玉名高校,スタンダ,37
専修大玉名高校,総合ビジ,37
専修大玉名高校,情報メデ,37
鎮西高校,体育,37 
